workload	not-read	pre-read-2	pre-read-4	read-metadata
WD1	100.0	99.95885047594267	99.91709581182565	99.96974299701667
WD2	100.0	100.18111293156203	100.07205037604375	100.16581456404587
WD3	100.0	100.08534759013831	100.16318029812612	100.03972151993858
WD4	100.0	99.91658756059338	99.99073195117705	100.01797439771724
WD5	100.0	0.0	0.0	0.0
WD6	100.0	100.0217767538883	100.06189182684042	100.0816628270811
WD7	100.0	100.04033926354985	100.07654116673564	100.06309474555233
WD8	100.0	0.0	0.0	99.97068276914293
