workload	100M	200M	300M	400M	500M	
WD1	0.9981556621172999	1.0062707488011804	0.9995081765646133	0.9979097503996065	1.0	
WD2	0.9999451309606393	0.9994669864747818	0.9992965005310539	0.9985890818450106	1.0	
WD3	1.0001831112564374	1.0001634921932478	1.0000670317992315	1.0002337938363444	1.0	
WD4	1.4997878425282383	1.336321359165627	1.1755034496804908	1.063814845931244	1.0	
WD5	1.2752682774739794	1.2540316250107797	1.1850257718850956	1.0737765817480658	1.0	
WD6	1.3400459595495242	1.0000372350831244	0.9999561771713997	0.9997854686364599	1.0	
WD7	1.3429702738575173	0.999837190208263	0.9992304693437429	0.9992279254407471	1.0	
WD8	1.4453255972576993	1.179219348390558	1.000144496362841	1.000313924717759	1.0	
