workload	not-read	pre-read-2	pre-read-4	read-metadata
WD1	100.0	100.03694036855589	100.01029485681066	100.03996826761782
WD2	100.0	99.9654682505229	100.09027585934724	100.05673073128378
WD3	100.0	99.99463329290414	99.93613618555926	99.91788938143334
WD4	100.0	100.01123775435954	100.32645676414482	100.2427354941662
WD5	100.0	100.04941848303561	100.03477596954357	100.04758816884909
WD6	100.0	99.99799616408554	100.0226147196061	99.93072452981421
WD7	100.0	99.99138219285274	99.9965528771411	100.03240295487372
WD8	100.0	99.9166675618893	99.94736090925971	99.9673115850505
